"tile","band","increment","decrease","average_difference","avg_abs_diff","avg_difference_percent","avg_abs_diff_perc","correlation","std_dev","out_name","year","abs_increment","tile_band","Location"
"49NHC","Green",10,"False",2.90287274332597,4.14312117777764,6.42978309954352,10.5701149898194,0.875676566611536,3.95411251550493,"49NHC_B03_10_I",2020,10,"49NHC_B03","Malaysia"
"32TMT","Red",10,"False",-0.138934201635279,0.637303974397033,-1.0645402969271,6.07769248160994,0.994041957879865,1.09378186861497,"32TMT_B04_10_I",2020,10,"32TMT_B04","Switzerland"
"32UQU","Red",10,"False",1.27633444192102,1.65997100536979,12.0251068502334,21.8150219346696,0.972498176771885,2.5195974487275,"32UQU_B04_10_I",2020,10,"32UQU_B04","Germany"
"33NTG","Red",10,"False",1.76548551089963,2.17414847647537,-1.36859871408263,29.8808515396366,0.991677981299837,2.25445120682751,"33NTG_B04_10_I",2020,10,"33NTG_B04","Cameroon"
"34UFD","Red",10,"False",-0.913224622068089,1.2994459766397,-3.3718918016118,37.8595474417104,0.91037813554461,1.82164249907661,"34UFD_B04_10_I",2020,10,"34UFD_B04","Poland"
"35VML","Red",10,"False",-0.270046136630376,0.44765312957435,-8.36626164680797,21.0302007347271,0.935139572289666,0.663708195197516,"35VML_B04_10_I",2020,10,"35VML_B04","Finland"
"49NHC","Red",10,"False",2.03894869765893,2.62632537951877,4.88513793740825,6.92638096756608,0.929533628024196,2.56330685307836,"49NHC_B04_10_I",2020,10,"49NHC_B04","Malaysia"
"32TMT","NIR",10,"False",1.56556501138975,1.69988891282196,11.2505756870296,13.3095701529939,0.989780957987169,1.55400991981496,"32TMT_B08_10_I",2020,10,"32TMT_B08","Switzerland"
"32UQU","NIR",10,"False",1.19760382533685,1.62674507922779,24.9366022793356,34.4424207154054,0.973905750694307,1.99510977687199,"32UQU_B08_10_I",2020,10,"32UQU_B08","Germany"
"33NTG","NIR",10,"False",-3.1961722222839,4.96507686669257,14.35594483972,45.2242309303992,0.98006827239313,5.02047271216941,"33NTG_B08_10_I",2020,10,"33NTG_B08","Cameroon"
"34UFD","NIR",10,"False",-0.748495475600352,1.2344521820577,-15.6994279666594,43.9065789484052,0.931311972326268,1.57494321636019,"34UFD_B08_10_I",2020,10,"34UFD_B08","Poland"
"35VML","NIR",10,"False",1.5158326707956,1.70352640026441,50.7185564447017,59.2263425261007,0.74542922884825,1.45879231179077,"35VML_B08_10_I",2020,10,"35VML_B08","Finland"
"49NHC","NIR",10,"False",-0.661592385026856,2.14577871237277,-2.36062461393631,6.35988853786197,0.909520011439361,3.06108597141191,"49NHC_B08_10_I",2020,10,"49NHC_B08","Malaysia"
"32TMT","Blue",-10,"True",0.454033297872473,0.744248323731747,3.89346457641334,7.17597591948466,0.994787999235396,1.02093237770597,"32TMT_B02_10_D",2020,10,"32TMT_B02","Switzerland"
"32UQU","Blue",-10,"True",2.09754357066549,2.19084753220382,19.8791553758322,27.669114212169,0.981321173833214,2.0541668249775,"32UQU_B02_10_D",2020,10,"32UQU_B02","Germany"
"33NTG","Blue",-10,"True",2.30508974098827,2.45490705858046,17.5192434157551,25.9747442364755,0.994034313903867,2.0534974843779,"33NTG_B02_10_D",2020,10,"33NTG_B02","Cameroon"
"34UFD","Blue",-10,"True",0.182857763977847,1.26437748446261,23.3192954747868,42.0055671586972,0.911280228705517,1.74539036376366,"34UFD_B02_10_D",2020,10,"34UFD_B02","Poland"
"35VML","Blue",-10,"True",2.25723106966651,2.3392347158178,62.8072051818828,67.1949688607411,0.731768776793424,1.72387183577974,"35VML_B02_10_D",2020,10,"35VML_B02","Finland"
"49NHC","Blue",-10,"True",5.59284430194225,5.86172291369456,13.7127915324908,14.5911817949765,0.83574205546507,3.71649065358357,"49NHC_B02_10_D",2020,10,"49NHC_B02","Malaysia"
"32TMT","Green",-10,"True",0.445703280286708,0.710292768207812,4.01853624078327,6.70678801663968,0.995299780138651,0.990608140019984,"32TMT_B03_10_D",2020,10,"32TMT_B03","Switzerland"
"32UQU","Green",-10,"True",0.662970166195418,1.04680704221346,22.2560513858967,25.8030132548906,0.979656595848502,1.35875601173039,"32UQU_B03_10_D",2020,10,"32UQU_B03","Germany"
"33NTG","Green",-10,"True",-2.71709302770535,3.34112657544217,4.15504691429832,31.9277635579759,0.979055541235663,3.46378374861599,"33NTG_B03_10_D",2020,10,"33NTG_B03","Cameroon"
"34UFD","Green",-10,"True",1.21872034381667,1.68364225094493,16.9189030239645,37.8307951243073,0.93550144781552,2.02065155145862,"34UFD_B03_10_D",2020,10,"34UFD_B03","Poland"
"35VML","Green",-10,"True",1.16707096702178,1.28543480242644,38.4360714927722,46.3755587807767,0.833317577570456,1.19932970932549,"35VML_B03_10_D",2020,10,"35VML_B03","Finland"
"49NHC","Green",-10,"True",1.64461244320401,3.55586878318211,3.24670288033154,9.50241680152515,0.859209301654402,4.1923192850497,"49NHC_B03_10_D",2020,10,"49NHC_B03","Malaysia"
"32TMT","Red",-10,"True",0.246015251075165,0.764914087305575,0.350054543512951,6.90697890706459,0.994914016496412,1.12907957379106,"32TMT_B04_10_D",2020,10,"32TMT_B04","Switzerland"
"32UQU","Red",-10,"True",1.48972615206025,1.93883608466402,16.716079818776,27.4208400377275,0.966213181257686,2.82596741101043,"32UQU_B04_10_D",2020,10,"32UQU_B04","Germany"
"33NTG","Red",-10,"True",0.0846142645591868,1.13757284672086,-3.66125392021312,21.6964731533008,0.994006291585637,1.61015454148377,"33NTG_B04_10_D",2020,10,"33NTG_B04","Cameroon"
"34UFD","Red",-10,"True",-0.533982959944536,1.28196770876124,-5.70769719130425,35.6494398002671,0.888513593320929,1.95825024074723,"34UFD_B04_10_D",2020,10,"34UFD_B04","Poland"
"35VML","Red",-10,"True",-0.307233012826977,0.473669963067561,-9.0137113702543,22.2218787242804,0.932505616599279,0.681758815291132,"35VML_B04_10_D",2020,10,"35VML_B04","Finland"
"49NHC","Red",-10,"True",2.95670110623999,3.6815066996013,6.93442134826155,9.50451502214479,0.895594201522367,3.27255020043434,"49NHC_B04_10_D",2020,10,"49NHC_B04","Malaysia"
"32TMT","NIR",-10,"True",0.704170825061751,1.04359402905751,5.80731025829541,9.70089791672429,0.991767846598247,1.31564358909002,"32TMT_B08_10_D",2020,10,"32TMT_B08","Switzerland"
"32UQU","NIR",-10,"True",1.30935056581986,1.73162143422692,26.2284842963782,36.6078785104068,0.972051341635256,2.10748406600001,"32UQU_B08_10_D",2020,10,"32UQU_B08","Germany"
"33NTG","NIR",-10,"True",-5.07909392841337,5.70921084219162,-6.42569615955478,43.8956338056919,0.984162106861599,4.88574082377514,"33NTG_B08_10_D",2020,10,"33NTG_B08","Cameroon"
"34UFD","NIR",-10,"True",-0.206450873949433,1.47554714803089,-1.28108276953952,47.7099093969979,0.876655272073218,2.14983236203311,"34UFD_B08_10_D",2020,10,"34UFD_B08","Poland"
"35VML","NIR",-10,"True",1.55301947301988,1.65560136877277,54.8235299657054,59.473508513024,0.773431131084304,1.27620711499027,"35VML_B08_10_D",2020,10,"35VML_B08","Finland"
"49NHC","NIR",-10,"True",-1.53017183496683,2.28669274728092,-4.53923748062702,6.65850393289208,0.922642648612967,2.7124041059177,"49NHC_B08_10_D",2020,10,"49NHC_B08","Malaysia"
"32TMT","Blue",15,"False",-0.0507311156688683,0.997091918925836,2.57804997926571,9.04490964408917,0.991843959047151,1.37657147062519,"32TMT_B02_15_I",2020,15,"32TMT_B02","Switzerland"
"32UQU","Blue",15,"False",3.25264037848799,3.29301882841265,42.7058764748161,45.7426484188754,0.973521270999422,2.47824410578823,"32UQU_B02_15_I",2020,15,"32UQU_B02","Germany"
"33NTG","Blue",15,"False",4.07475751714777,4.15031104753155,33.8747136721684,38.281587744459,0.989172507957123,2.71793445002525,"33NTG_B02_15_I",2020,15,"33NTG_B02","Cameroon"
"34UFD","Blue",15,"False",0.155921550481932,1.28050580499235,26.8782332788443,43.2045356600305,0.912164418334455,1.74470123220054,"34UFD_B02_15_I",2020,15,"34UFD_B02","Poland"
"35VML","Blue",15,"False",2.30851834666643,2.39988646357991,66.3669630771039,69.4463212526877,0.571378056376742,1.72373310522764,"35VML_B02_15_I",2020,15,"35VML_B02","Finland"
"49NHC","Blue",15,"False",4.99789401396665,5.16475268505573,12.4573901783632,13.0611948739104,0.894011325357221,2.94731786542619,"49NHC_B02_15_I",2020,15,"49NHC_B02","Malaysia"
"32TMT","Green",15,"False",0.855925426183989,1.03540877787029,7.5582228571078,9.38819096773321,0.993612504376649,1.1880778007178,"32TMT_B03_15_I",2020,15,"32TMT_B03","Switzerland"
"32UQU","Green",15,"False",1.34670572848273,1.50285569114342,28.3970955068386,30.9470525232603,0.970683645907899,1.74698283479058,"32UQU_B03_15_I",2020,15,"32UQU_B03","Germany"
"33NTG","Green",15,"False",-3.73558354932388,4.05977322211407,-11.5398968203876,33.1622628572036,0.984712378680647,3.60449656380718,"33NTG_B03_15_I",2020,15,"33NTG_B03","Cameroon"
"34UFD","Green",15,"False",1.01484458486835,1.66471890041865,24.4588507105592,43.3818249198701,0.914078433063542,2.01607591642861,"34UFD_B03_15_I",2020,15,"34UFD_B03","Poland"
"35VML","Green",15,"False",3.01166635075861,3.11895566022208,71.5434455503532,77.2061007700518,0.398020305948153,2.29442987777149,"35VML_B03_15_I",2020,15,"35VML_B03","Finland"
"49NHC","Green",15,"False",0.721810561970553,2.95988369889502,1.05780636190087,8.03547206582678,0.883966178654709,3.74894579111163,"49NHC_B03_15_I",2020,15,"49NHC_B03","Malaysia"
"32TMT","Red",15,"False",0.108719778746998,0.777451766322594,-0.450078018043003,7.313733873994,0.993725816876717,1.17049853764517,"32TMT_B04_15_I",2020,15,"32TMT_B04","Switzerland"
"32UQU","Red",15,"False",0.990727195872475,1.40716318647367,18.4722002353305,26.8383281407474,0.978516721752279,1.92642705406282,"32UQU_B04_15_I",2020,15,"32UQU_B04","Germany"
"33NTG","Red",15,"False",1.42296832576715,1.81845479556446,6.50646712155972,22.0008128022648,0.994242555185055,1.92042605323091,"33NTG_B04_15_I",2020,15,"33NTG_B04","Cameroon"
"34UFD","Red",15,"False",-0.392460859023894,1.25526453526105,2.284942656703,35.9314837161736,0.893318700368234,1.91797782781712,"34UFD_B04_15_I",2020,15,"34UFD_B04","Poland"
"35VML","Red",15,"False",1.46980281946804,1.81433379642782,49.3619551571931,60.1646337146544,0.580285289315852,1.75892488946678,"35VML_B04_15_I",2020,15,"35VML_B04","Finland"
"49NHC","Red",15,"False",1.79529506345331,2.98965263974793,4.28669956018047,8.02471910000313,0.868782124039748,3.5268560164697,"49NHC_B04_15_I",2020,15,"49NHC_B04","Malaysia"
"32TMT","NIR",15,"False",2.3077610548684,2.41191146962885,17.86101039284,19.2173582841259,0.983488151803537,1.97054540428501,"32TMT_B08_15_I",2020,15,"32TMT_B08","Switzerland"
"32UQU","NIR",15,"False",0.996433206156132,1.68254143778127,26.1512132757642,40.470331422054,0.961543925565558,2.09148885577254,"32UQU_B08_15_I",2020,15,"32UQU_B08","Germany"
"33NTG","NIR",15,"False",-6.42879083701947,8.10712281045802,-0.206360320235055,63.2315164023103,0.969635373688011,7.31337535758541,"33NTG_B08_15_I",2020,15,"33NTG_B08","Cameroon"
"34UFD","NIR",15,"False",0.109473557327583,1.14820733574705,11.9762034945184,43.4260535745497,0.928467741518181,1.57137140798115,"34UFD_B08_15_I",2020,15,"34UFD_B08","Poland"
"35VML","NIR",15,"False",2.57916582280427,2.70898384709839,67.379643769204,73.2442379965912,0.583799703344776,1.98314673272656,"35VML_B08_15_I",2020,15,"35VML_B08","Finland"
"49NHC","NIR",15,"False",-3.69771331026703,3.89971383076816,-10.3098285267377,11.1391778944853,0.91515199013753,2.66817862009017,"49NHC_B08_15_I",2020,15,"49NHC_B08","Malaysia"
"32TMT","Blue",-15,"True",-0.235154569568534,0.9791511039972,1.33008654423617,8.43484218382035,0.993031353701925,1.34432178499549,"32TMT_B02_15_D",2020,15,"32TMT_B02","Switzerland"
"32UQU","Blue",-15,"True",3.63002241639173,3.6781006683291,44.9751028010554,47.8606957753936,0.972521309351748,2.96589300040522,"32UQU_B02_15_D",2020,15,"32UQU_B02","Germany"
"33NTG","Blue",-15,"True",3.94768841993986,3.96914375963423,36.435432246758,37.7426494982049,0.990768102867557,2.45181784630263,"33NTG_B02_15_D",2020,15,"33NTG_B02","Cameroon"
"34UFD","Blue",-15,"True",2.6941980450069,2.78717598294581,49.7661783919213,55.5254556292346,0.952485318776605,2.55073837893186,"34UFD_B02_15_D",2020,15,"34UFD_B02","Poland"
"35VML","Blue",-15,"True",2.63197053105387,2.6520592133282,72.925036094505,73.5589791649863,0.555818283392541,1.67162156046699,"35VML_B02_15_D",2020,15,"35VML_B02","Finland"
"49NHC","Blue",-15,"True",2.35075353642216,2.82885602922005,6.38486517407561,7.79238524030041,0.884755781810421,3.00011462451713,"49NHC_B02_15_D",2020,15,"49NHC_B02","Malaysia"
"32TMT","Green",-15,"True",0.967966054333912,1.18364940100435,6.96861768446747,9.47809427657394,0.993168589116901,1.34244973029017,"32TMT_B03_15_D",2020,15,"32TMT_B03","Switzerland"
"32UQU","Green",-15,"True",1.65758337054808,1.77231510222515,29.6448828473131,33.0776569097413,0.971797125314512,1.83069226991988,"32UQU_B03_15_D",2020,15,"32UQU_B03","Germany"
"33NTG","Green",-15,"True",-4.01315454982134,4.54684507267824,-7.75216538076294,33.2427543882591,0.984531651219787,4.1841477195591,"33NTG_B03_15_D",2020,15,"33NTG_B03","Cameroon"
"34UFD","Green",-15,"True",1.4241431178864,1.52003017945471,35.3477808789368,40.6828525708129,0.958389423617214,1.33253564235145,"34UFD_B03_15_D",2020,15,"34UFD_B03","Poland"
"35VML","Green",-15,"True",3.12839046017045,3.18279982228519,76.5987774465887,78.5494945375251,0.467259549401645,2.11198510059922,"35VML_B03_15_D",2020,15,"35VML_B03","Finland"
"49NHC","Green",-15,"True",0.652111019494678,2.62464843677447,0.920999026660779,7.36436524106446,0.894736983066214,3.49323732849914,"49NHC_B03_15_D",2020,15,"49NHC_B03","Malaysia"
"32TMT","Red",-15,"True",-0.192139188116456,0.657574258367912,-3.01608715164702,7.11586679367222,0.995811345346871,0.9763857755439,"32TMT_B04_15_D",2020,15,"32TMT_B04","Switzerland"
"32UQU","Red",-15,"True",1.36761515654381,1.90427116294163,13.9204279075482,26.7794635582892,0.967095395463036,2.84021507870539,"32UQU_B04_15_D",2020,15,"32UQU_B04","Germany"
"33NTG","Red",-15,"True",2.33525533700793,2.62964679425992,7.05434815066559,29.1879205981204,0.993693829957048,2.30154578285784,"33NTG_B04_15_D",2020,15,"33NTG_B04","Cameroon"
"34UFD","Red",-15,"True",1.50967565215977,1.99018347199891,20.9009389509217,41.8307101567804,0.924608519488204,2.7016167619899,"34UFD_B04_15_D",2020,15,"34UFD_B04","Poland"
"35VML","Red",-15,"True",2.10030240163075,2.34177874421385,56.5569187576959,67.3717308017558,0.617693939066833,1.98569466772606,"35VML_B04_15_D",2020,15,"35VML_B04","Finland"
"49NHC","Red",-15,"True",3.02627950875013,3.88910666323449,7.09192548378608,10.0097295832678,0.873569482320257,3.6553943460538,"49NHC_B04_15_D",2020,15,"49NHC_B04","Malaysia"
"32TMT","NIR",-15,"True",0.661425135281612,1.15738348652769,6.24354277329554,12.0538818338902,0.989774885574149,1.48336476516777,"32TMT_B08_15_D",2020,15,"32TMT_B08","Switzerland"
"32UQU","NIR",-15,"True",1.59328296660804,2.14919332235611,29.731868652921,42.771296589848,0.959526385688657,2.5485226214913,"32UQU_B08_15_D",2020,15,"32UQU_B08","Germany"
"33NTG","NIR",-15,"True",-2.97898714972251,7.17219444574041,24.8094662533285,63.3822706380839,0.959374309193162,7.35793997304526,"33NTG_B08_15_D",2020,15,"33NTG_B08","Cameroon"
"34UFD","NIR",-15,"True",0.207363061470185,1.32870755297587,19.0069811678183,46.2519314669703,0.904916465143958,1.80419423367559,"34UFD_B08_15_D",2020,15,"34UFD_B08","Poland"
"35VML","NIR",-15,"True",1.88543949781965,2.04578212726407,59.719614770107,65.5968888497201,0.568048809754925,1.7655039096324,"35VML_B08_15_D",2020,15,"35VML_B08","Finland"
"49NHC","NIR",-15,"True",-4.55375269033078,4.69904158552214,-13.5026810369079,14.1308177457699,0.878480536133981,3.56853947815899,"49NHC_B08_15_D",2020,15,"49NHC_B08","Malaysia"
"32TMT","Blue",20,"False",-0.420861320051133,1.36996444961288,2.29323152718357,10.7725777210651,0.991560230764592,1.70110630054232,"32TMT_B02_20_I",2020,20,"32TMT_B02","Switzerland"
"32UQU","Blue",20,"False",3.00316749224234,3.05390489440182,40.75684730717,43.7122827853359,0.975302162362858,2.3421267065215,"32UQU_B02_20_I",2020,20,"32UQU_B02","Germany"
"33NTG","Blue",20,"False",4.56962897916945,4.60740420473219,44.1691134449022,46.5603316657599,0.974772918678375,3.25499365056704,"33NTG_B02_20_I",2020,20,"33NTG_B02","Cameroon"
"34UFD","Blue",20,"False",1.99111420717334,2.05774329633276,49.8502392523686,53.2922247007423,0.960051539217324,1.59390060061732,"34UFD_B02_20_I",2020,20,"34UFD_B02","Poland"
"35VML","Blue",20,"False",2.25810143726652,2.32400506277675,65.5731678550991,68.6778295629088,0.607627066611975,1.61014355521432,"35VML_B02_20_I",2020,20,"35VML_B02","Finland"
"49NHC","Blue",20,"False",3.73429748239607,4.17486080628736,10.0828064277141,11.1592440566399,0.78380190537278,3.9922064804397,"49NHC_B02_20_I",2020,20,"49NHC_B02","Malaysia"
"32TMT","Green",20,"False",0.921563585603472,1.14309404337585,9.08811601499024,11.1307192046858,0.99158282589859,1.3402927850927,"32TMT_B03_20_I",2020,20,"32TMT_B03","Switzerland"
"32UQU","Green",20,"False",2.02988960940052,2.13223014533578,41.4925489629232,42.9361007454928,0.964205487276338,1.99989460270154,"32UQU_B03_20_I",2020,20,"32UQU_B03","Germany"
"33NTG","Green",20,"False",-6.04047487788785,6.71003299583386,-10.9723900496731,47.9108652792248,0.967193791651891,5.97363885610146,"33NTG_B03_20_I",2020,20,"33NTG_B03","Cameroon"
"34UFD","Green",20,"False",2.05282849497574,2.20541999988384,44.6005937376568,51.8413047059043,0.918605342291378,1.92538814337647,"34UFD_B03_20_I",2020,20,"34UFD_B03","Poland"
"35VML","Green",20,"False",2.62006707126014,2.68198551183628,72.288942660301,73.9732073274419,0.426874194108447,1.85201391930044,"35VML_B03_20_I",2020,20,"35VML_B03","Finland"
"49NHC","Green",20,"False",-1.46239639126312,2.58756324130795,-4.60177135566725,7.726990151831,0.887789330535123,3.50412871071807,"49NHC_B03_20_I",2020,20,"49NHC_B03","Malaysia"
"32TMT","Red",20,"False",-0.845003069104567,1.11549767073551,-6.43844024812952,10.7009084591831,0.992107535068047,1.2543194388334,"32TMT_B04_20_I",2020,20,"32TMT_B04","Switzerland"
"32UQU","Red",20,"False",1.10418735450176,1.93943265383462,21.6317033759103,37.7950685416726,0.958699622722476,2.65371544511207,"32UQU_B04_20_I",2020,20,"32UQU_B04","Germany"
"33NTG","Red",20,"False",4.06568669632087,4.07973888322426,39.001998221304,39.7022402979831,0.982592859982649,2.86474758522819,"33NTG_B04_20_I",2020,20,"33NTG_B04","Cameroon"
"34UFD","Red",20,"False",-0.485051559166642,1.10893448523678,-0.841079548072599,35.2463396198535,0.923372750020703,1.61671189905105,"34UFD_B04_20_I",2020,20,"34UFD_B04","Poland"
"35VML","Red",20,"False",0.78854553741295,1.20308040725869,28.101375110003,54.1534195249493,0.796555370741373,1.30296697305996,"35VML_B04_20_I",2020,20,"35VML_B04","Finland"
"49NHC","Red",20,"False",1.17946161601193,2.51427688665146,3.09479353766626,6.72357167674313,0.880412580257207,3.154416093109,"49NHC_B04_20_I",2020,20,"49NHC_B04","Malaysia"
"32TMT","NIR",20,"False",3.00295349955293,3.08940081047128,20.8910703148027,22.1753218190556,0.980816704483019,2.32573362507168,"32TMT_B08_20_I",2020,20,"32TMT_B08","Switzerland"
"32UQU","NIR",20,"False",0.979604433022003,1.6965950738679,27.3078006666442,40.8019532936755,0.954486186153105,2.20012567282986,"32UQU_B08_20_I",2020,20,"32UQU_B08","Germany"
"33NTG","NIR",20,"False",-6.00040386553109,9.74070707726573,9.44137395167171,76.4742946583078,0.937449132918134,9.36633850116517,"33NTG_B08_20_I",2020,20,"33NTG_B08","Cameroon"
"34UFD","NIR",20,"False",1.32242574847472,1.7816605745349,37.3831864537782,53.0428361436477,0.903573812068133,1.93285698312515,"34UFD_B08_20_I",2020,20,"34UFD_B08","Poland"
"35VML","NIR",20,"False",3.26825415710355,3.30005306497062,81.7462339657575,83.3398935192081,0.559079064049725,1.73808555601069,"35VML_B08_20_I",2020,20,"35VML_B08","Finland"
"49NHC","NIR",20,"False",-6.52301318465436,6.57881062168057,-18.7534792208719,19.1630437496478,0.89815954578698,2.88197955476987,"49NHC_B08_20_I",2020,20,"49NHC_B08","Malaysia"
"32TMT","Blue",-20,"True",-0.162340566198656,1.28328322508018,4.20636555595615,10.9425745433473,0.991151101734704,1.67264284786987,"32TMT_B02_20_D",2020,20,"32TMT_B02","Switzerland"
"32UQU","Blue",-20,"True",3.26105829881237,3.2957364564793,47.8268948985346,49.6878167377647,0.970786456756994,2.31113583970049,"32UQU_B02_20_D",2020,20,"32UQU_B02","Germany"
"33NTG","Blue",-20,"True",4.6142603897046,4.6574017138619,39.3401253975719,41.8644144874291,0.98578091740269,2.91444359054563,"33NTG_B02_20_D",2020,20,"33NTG_B02","Cameroon"
"34UFD","Blue",-20,"True",2.04132283139983,2.19136520310816,56.1629937566603,59.7833705541418,0.925207163905847,1.66108168476615,"34UFD_B02_20_D",2020,20,"34UFD_B02","Poland"
"35VML","Blue",-20,"True",3.20808621607406,3.29186713975296,76.5260544296719,79.4104784307111,0.507817759544537,2.1770407264955,"35VML_B02_20_D",2020,20,"35VML_B02","Finland"
"49NHC","Blue",-20,"True",3.11161978647219,3.57633485909345,8.42029138680708,9.72918160169212,0.835052988542649,3.53900276087848,"49NHC_B02_20_D",2020,20,"49NHC_B02","Malaysia"
"32TMT","Green",-20,"True",1.08803666419371,1.22587862567436,9.30913311435075,10.7908901917026,0.993119569866441,1.2668744876007,"32TMT_B03_20_D",2020,20,"32TMT_B03","Switzerland"
"32UQU","Green",-20,"True",2.11056904340696,2.34171113232,45.4483953373473,47.2571420635657,0.95052097430538,2.20782694741249,"32UQU_B03_20_D",2020,20,"32UQU_B03","Germany"
"33NTG","Green",-20,"True",-4.72436907370734,6.56702599891014,8.92592286361895,53.4473443045254,0.968828041824542,6.39345670211022,"33NTG_B03_20_D",2020,20,"33NTG_B03","Cameroon"
"34UFD","Green",-20,"True",1.44525336501415,1.73592486827415,35.2924647789681,45.9107318231973,0.921605146628868,1.75778615620633,"34UFD_B03_20_D",2020,20,"34UFD_B03","Poland"
"35VML","Green",-20,"True",2.6181671383743,2.66618969312739,70.4629100348557,73.2509113468446,0.491382234703634,1.84574629170728,"35VML_B03_20_D",2020,20,"35VML_B03","Finland"
"49NHC","Green",-20,"True",-2.62270817595917,2.95364426367819,-7.16364237654697,8.41122963011015,0.926916589201548,2.49356703957887,"49NHC_B03_20_D",2020,20,"49NHC_B03","Malaysia"
"32TMT","Red",-20,"True",-0.109407361333124,0.78775730542046,-2.55288992300185,8.18888400214347,0.994407961288657,1.15754634591356,"32TMT_B04_20_D",2020,20,"32TMT_B04","Switzerland"
"32UQU","Red",-20,"True",-0.501276962352102,1.64384262553204,7.07590259984569,34.1372947376531,0.932721833086366,2.45915379333802,"32UQU_B04_20_D",2020,20,"32UQU_B04","Germany"
"33NTG","Red",-20,"True",3.5123517705394,3.53812329826247,36.574448482095,39.4251580553405,0.985473980422916,2.48792458202415,"33NTG_B04_20_D",2020,20,"33NTG_B04","Cameroon"
"34UFD","Red",-20,"True",0.900680541322953,1.36751824590858,22.3361586805218,38.4872492520797,0.943089225073206,1.76029347952413,"34UFD_B04_20_D",2020,20,"34UFD_B04","Poland"
"35VML","Red",-20,"True",1.79080327442557,2.09815152688537,51.8969058774681,64.780221722474,0.61536143159416,1.93295298137014,"35VML_B04_20_D",2020,20,"35VML_B04","Finland"
"49NHC","Red",-20,"True",1.67538453893561,2.97089600797978,3.79080433398048,7.99412912813808,0.875869369824996,3.54977941009586,"49NHC_B04_20_D",2020,20,"49NHC_B04","Malaysia"
"32TMT","NIR",-20,"True",2.99656399025215,3.13177911482791,19.9956365931189,22.4484688645408,0.98163168678845,2.3706998273958,"32TMT_B08_20_D",2020,20,"32TMT_B08","Switzerland"
"32UQU","NIR",-20,"True",1.88103166959367,2.11329578917305,37.9485114672998,42.6892134949276,0.961911795153817,2.15366837096525,"32UQU_B08_20_D",2020,20,"32UQU_B08","Germany"
"33NTG","NIR",-20,"True",-6.17781623928587,9.56394640772313,8.58943925419885,75.041302297577,0.938988899452574,9.26451671125034,"33NTG_B08_20_D",2020,20,"33NTG_B08","Cameroon"
"34UFD","NIR",-20,"True",1.19414865025003,1.87324873753799,30.0933189246862,53.9094009211623,0.9035918660491,2.10391800223685,"34UFD_B08_20_D",2020,20,"34UFD_B08","Poland"
"35VML","NIR",-20,"True",3.74799235647684,3.78656032368513,85.8441768435823,86.8491518988237,0.265793769937179,2.35546849016425,"35VML_B08_20_D",2020,20,"35VML_B08","Finland"
"49NHC","NIR",-20,"True",-6.43883895889313,6.52623016708742,-18.1173540957436,18.6938996299078,0.902931223877591,2.76799648180263,"49NHC_B08_20_D",2020,20,"49NHC_B08","Malaysia"
"32TMT","Blue",25,"False",-0.143779420404361,1.45170441579314,5.49866630290471,12.2516978956783,0.991682849359232,1.77090416849555,"32TMT_B02_25_I",2020,25,"32TMT_B02","Switzerland"
"32UQU","Blue",25,"False",4.0221818488646,4.05199167406982,52.966738128276,55.0686026691138,0.965174490131632,2.61885585273483,"32UQU_B02_25_I",2020,25,"32UQU_B02","Germany"
"33NTG","Blue",25,"False",5.70413689863063,5.70961677998032,54.3916094426717,54.527161748302,0.980517565943023,2.93020931435472,"33NTG_B02_25_I",2020,25,"33NTG_B02","Cameroon"
"34UFD","Blue",25,"False",2.15183795723769,2.30741552543211,54.9451736645629,58.2952284388018,0.924100169507395,2.01275835685652,"34UFD_B02_25_I",2020,25,"34UFD_B02","Poland"
"35VML","Blue",25,"False",2.4622903197867,2.54890626973414,68.8442765807166,71.7580747226398,0.587542183374434,1.72454856742113,"35VML_B02_25_I",2020,25,"35VML_B02","Finland"
"49NHC","Blue",25,"False",1.79725791389337,3.32193890969332,5.33416486949093,9.25861693081089,0.761748604435518,4.18187787159494,"49NHC_B02_25_I",2020,25,"49NHC_B02","Malaysia"
"32TMT","Green",25,"False",1.28231960984397,1.37121987435081,11.9911065522628,12.8759790451357,0.99273024996204,1.26473919240357,"32TMT_B03_25_I",2020,25,"32TMT_B03","Switzerland"
"32UQU","Green",25,"False",2.0914914684285,2.31087630987777,46.9763756695176,48.7163350698412,0.946977368433453,2.21428802689596,"32UQU_B03_25_I",2020,25,"32UQU_B03","Germany"
"33NTG","Green",25,"False",-5.30596094638291,6.64179965303583,1.30972681008365,50.5770717325515,0.968418896600781,6.30849564379949,"33NTG_B03_25_I",2020,25,"33NTG_B03","Cameroon"
"34UFD","Green",25,"False",1.29254759884866,1.89973837415593,41.0780318866866,55.1924677382702,0.871261568571792,2.13398406885529,"34UFD_B03_25_I",2020,25,"34UFD_B03","Poland"
"35VML","Green",25,"False",2.96803883384223,3.00960513971536,77.1601171170321,78.0676056979461,0.370070206907711,1.98246162107055,"35VML_B03_25_I",2020,25,"35VML_B03","Finland"
"49NHC","Green",25,"False",-3.57205150984114,3.83638836582904,-10.0584703062798,11.1025215458159,0.878638465750179,3.30120304698136,"49NHC_B03_25_I",2020,25,"49NHC_B03","Malaysia"
